index	name	u	p	V	G	H	L
	root	1.0	2.11	36.591	2. mathematics of computing; 4. human-centered computing; 1.1.1. machine learning theory; 1.1.2.1. data exchange; 1.1.2.3. data modeling; 1.1.2.4. database query languages; 1.1.2.5. database constraints theory; 1.1.2.6. database interoperability; 1.1.2.7. data structures and algorithms for data management; 1.1.2.8. database query processing and optimization; 1.1.2.9. data integration; 1.1.2.10. logic and databases; 1.1.2.11. theory of database privacy and security; 1.1.2.12.  inconsistent; 3.3. world wide web; 3.5. internet of things; 3.1.2. data structures; 3.1.4. query languages; 3.1.5. information integration; 3.1.1.1. relational database model; 3.1.1.2. entity relationship models; 3.1.1.3. graph-based database models; 3.1.1.4. physical data models; 3.1.1.5.1. semi-structured data; 3.1.1.5.2. data streams; 3.1.1.5.4. incomplete data; 3.1.1.5.5. temporal data; 3.1.1.5.6. uncertainty; 3.1.1.5.7. inconsistent data; 3.1.3.1. dbms engine architectures; 3.1.3.2. database query processing; 3.1.3.3. database transaction processing; 3.1.3.4. record and buffer management; 3.1.3.5. parallel and distributed dbmss; 3.1.3.6. triggers and rules; 3.1.3.7. database views; 3.1.3.8. integrity checking; 3.1.3.10. main memory engines; 3.1.3.11. online analytical processing engines; 3.1.3.12. stream management; 3.1.3.13. big data; 3.1.3.9.1. distributed data locking; 3.1.3.9.2. deadlocks; 3.2.1.1. data cleaning; 3.2.1.2. collaborative filtering; 3.2.1.3. association rules; 3.2.1.4. clustering; 3.2.1.5. nearest-neighbor search; 3.2.1.6. data stream mining; 3.2.1.8. process mining; 3.2.1.11. text mining; 3.2.1.10. data mining tools; 3.2.1.9. sequence mining; 3.2.1.12. formal concept analysis; 3.2.1.7.1. graph partitioning; 3.2.1.7.2. frequent graph mining; 3.2.1.7.3. graph based conceptual clustering; 3.2.1.7.5. critical nodes detection; 3.4.1. document representation; 3.4.2. information retrieval query processing; 3.4.3. users and interactive retrieval; 3.4.4. retrieval models and ranking; 3.4.6. evaluation of retrieval results; 3.4.7. specialized information retrieval; 3.4.5.1. question answering; 3.4.5.2. document filtering; 3.4.5.4. information extraction; 3.4.5.5. sentiment analysis; 3.4.5.6. expert search; 3.4.5.7. near-duplicate and plagiarism detection; 3.4.5.8. clustering and classification; 3.4.5.9. summarization; 3.4.5.10. business intelligence; 5.1.1. natural language processing; 5.1.3. computer vision; 5.1.2.1. knowledge representation and reasoning; 5.1.2.2.1.  knowledge sharing; 5.1.2.2.2. cognitive robotics; 5.1.2.2.3. ontology engineering; 5.1.2.2.4. semantic inference; 5.1.2.2.6. conceptual design; 5.1.2.2.7. schema matching; 5.1.2.2.8. knowledge graph; 5.1.2.2.9. taxonomy mapping; 5.2.2. learning settings; 5.2.3. machine learning approaches; 5.2.4. machine learning algorithms; 5.2.5. cross-validation; 5.2.6. deep learning; 5.2.1.1. supervised learning; 5.2.1.3. reinforcement learning; 5.2.1.4. multi-task learning; 5.2.1.2.1. cluster analysis; 5.2.1.2.3. mixture modeling; 5.2.1.2.4. topic modeling; 5.2.1.2.5. source separation; 5.2.1.2.6. motif discovery; 5.2.1.2.7. dimensionality reduction and manifold learning	1.1.2.2. data provenance; 3.1.1.5.3. data provenance; 3.1.3.9.3. distributed database recovery; 3.2.1.7.4. anomaly detection; 3.4.5.3. recommender systems; 5.1.2.2.5. recommender systems; 5.2.1.2.2. anomaly detection	
1	theory of computation	0.2	0.18	2.396	1.1.1. machine learning theory; 1.1.2.1. data exchange; 1.1.2.3. data modeling; 1.1.2.4. database query languages; 1.1.2.5. database constraints theory; 1.1.2.6. database interoperability; 1.1.2.7. data structures and algorithms for data management; 1.1.2.8. database query processing and optimization; 1.1.2.9. data integration; 1.1.2.10. logic and databases; 1.1.2.11. theory of database privacy and security; 1.1.2.12.  inconsistent	1.1.2.2. data provenance	
1.1.1	machine learning theory	0.0	0	0.2	1.1.1. machine learning theory		
1.1.2	database theory	0.2	0.18	2.197	1.1.2.1. data exchange; 1.1.2.3. data modeling; 1.1.2.4. database query languages; 1.1.2.5. database constraints theory; 1.1.2.6. database interoperability; 1.1.2.7. data structures and algorithms for data management; 1.1.2.8. database query processing and optimization; 1.1.2.9. data integration; 1.1.2.10. logic and databases; 1.1.2.11. theory of database privacy and security; 1.1.2.12.  inconsistent	1.1.2.2. data provenance	
1.1.2.1	data exchange	0.0	0	0			
1.1.2.10	logic and databases	0.0	0	0			
1.1.2.11	theory of database privacy and security	0.0	0	0			
1.1.2.12	 inconsistent	0.0	0	0			
1.1.2.2	data provenance	0.2	0.18	0		1.1.2.2. data provenance	
1.1.2.3	data modeling	0.0	0	0			
1.1.2.4	database query languages	0.0	0	0			
1.1.2.5	database constraints theory	0.0	0	0			
1.1.2.6	database interoperability	0.0	0	0			
1.1.2.7	data structures and algorithms for data management	0.0	0	0			
1.1.2.8	database query processing and optimization	0.0	0	0			
1.1.2.9	data integration	0.0	0	0			
2	mathematics of computing	0.0	0	1.0	2. mathematics of computing		
